Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,28,Bilibili Gaming,,0.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,28,Team Liquid,,1.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,29,Bilibili Gaming,,0.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,29,Team Liquid,,1.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,30,Bilibili Gaming,,1.2k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,30,Team Liquid,,1.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,1,Bilibili Gaming,,0.3k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,1,Team Liquid,,0.1k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,2,Bilibili Gaming,,7.7k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,2,Team Liquid,,0.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,3,Bilibili Gaming,,0.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,3,Team Liquid,,13.7k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,4,Bilibili Gaming,,8.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,4,Team Liquid,,4.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,5,Bilibili Gaming,,7.3k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,5,Team Liquid,,3.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,6,Bilibili Gaming,,2.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,6,Team Liquid,,8.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,7,Bilibili Gaming,,11.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,7,Team Liquid,,0.9k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,8,Bilibili Gaming,,21.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,8,Team Liquid,,7.0k,Semi-eco: 5-10k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,9,Bilibili Gaming,,11.2k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,9,Team Liquid,,15.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,10,Bilibili Gaming,,10.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,10,Team Liquid,,4.1k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,11,Bilibili Gaming,,5.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,11,Team Liquid,,5.3k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,12,Bilibili Gaming,,15.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,12,Team Liquid,,0.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,13,Bilibili Gaming,,0.2k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,13,Team Liquid,,0.1k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,14,Bilibili Gaming,,0.5k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,14,Team Liquid,,8.6k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,15,Bilibili Gaming,,13.3k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,15,Team Liquid,,0.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,16,Bilibili Gaming,,3.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,16,Team Liquid,,1.7k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,17,Bilibili Gaming,,11.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,17,Team Liquid,,6.4k,Semi-eco: 5-10k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,18,Bilibili Gaming,,7.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,18,Team Liquid,,12.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,19,Bilibili Gaming,,3.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,19,Team Liquid,,18.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,20,Bilibili Gaming,,8.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,20,Team Liquid,,8.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,21,Bilibili Gaming,,7.0k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,21,Team Liquid,,10.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,22,Bilibili Gaming,,2.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,22,Team Liquid,,21.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,23,Bilibili Gaming,,7.2k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,23,Team Liquid,,9.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,1,Sentinels,,0.6k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,1,Wolves Esports,,0.2k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,2,Sentinels,,8.9k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,2,Wolves Esports,,3.0k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,3,Sentinels,,0.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,3,Wolves Esports,,12.1k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,4,Sentinels,,6.2k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,4,Wolves Esports,,19.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,5,Sentinels,,1.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,5,Wolves Esports,,17.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,6,Sentinels,,6.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,6,Wolves Esports,,4.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,7,Sentinels,,3.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,7,Wolves Esports,,17.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,8,Sentinels,,3.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,8,Wolves Esports,,6.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,9,Sentinels,,8.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,9,Wolves Esports,,9.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,10,Sentinels,,2.4k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,10,Wolves Esports,,7.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,11,Sentinels,,5.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,11,Wolves Esports,,1.7k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,12,Sentinels,,0.6k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,12,Wolves Esports,,1.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,13,Sentinels,,0.6k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,13,Wolves Esports,,0.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,14,Sentinels,,2.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,14,Wolves Esports,,9.8k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,15,Sentinels,,10.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,15,Wolves Esports,,0.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,16,Sentinels,,16.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,16,Wolves Esports,,10.1k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,17,Sentinels,,26.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,17,Wolves Esports,,4.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,18,Sentinels,,35.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,18,Wolves Esports,,6.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,19,Sentinels,,33.2k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,19,Wolves Esports,,3.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,20,Sentinels,,27.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,20,Wolves Esports,,0.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,21,Sentinels,,13.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,21,Wolves Esports,,3.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,22,Sentinels,,4.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,22,Wolves Esports,,8.2k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,23,Sentinels,,5.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,23,Wolves Esports,,1.6k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,24,Sentinels,,2.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Split,24,Wolves Esports,,2.2k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,1,Sentinels,,0.3k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,1,Wolves Esports,,0.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,2,Sentinels,,1.0k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,2,Wolves Esports,,1.4k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,3,Sentinels,,12.3k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,3,Wolves Esports,,9.7k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,4,Sentinels,,2.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,4,Wolves Esports,,7.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,5,Sentinels,,11.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,5,Wolves Esports,,9.6k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,6,Sentinels,,11.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,6,Wolves Esports,,2.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,7,Sentinels,,2.5k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,7,Wolves Esports,,4.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,8,Sentinels,,13.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,8,Wolves Esports,,4.2k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,9,Sentinels,,2.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,9,Wolves Esports,,11.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,10,Sentinels,,11.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,10,Wolves Esports,,2.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,11,Sentinels,,14.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,11,Wolves Esports,,9.0k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,12,Sentinels,,16.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,12,Wolves Esports,,2.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,13,Sentinels,,0.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,13,Wolves Esports,,0.2k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,14,Sentinels,,6.7k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,14,Wolves Esports,,1.6k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,15,Sentinels,,0.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,15,Wolves Esports,,13.7k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,16,Sentinels,,4.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,16,Wolves Esports,,1.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,17,Sentinels,,8.5k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,17,Wolves Esports,,14.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,18,Sentinels,,2.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,18,Wolves Esports,,12.2k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,19,Sentinels,,5.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,19,Wolves Esports,,4.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,20,Sentinels,,3.0k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,20,Wolves Esports,,12.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,21,Sentinels,,9.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,21,Wolves Esports,,1.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,1,Gen.G,,0.1k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,1,MIBR,,0.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,2,Gen.G,,0.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,2,MIBR,,8.7k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,3,Gen.G,,12.6k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,3,MIBR,,0.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,4,Gen.G,,19.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,4,MIBR,,7.3k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,5,Gen.G,,23.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,5,MIBR,,2.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,6,Gen.G,,32.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,6,MIBR,,7.8k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,7,Gen.G,,27.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,7,MIBR,,4.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,8,Gen.G,,13.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,8,MIBR,,3.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,9,Gen.G,,5.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,9,MIBR,,8.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,10,Gen.G,,10.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,10,MIBR,,9.4k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,11,Gen.G,,17.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,11,MIBR,,3.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,12,Gen.G,,3.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,12,MIBR,,6.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,13,Gen.G,,0.0k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,13,MIBR,,0.3k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,14,Gen.G,,0.6k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,14,MIBR,,0.7k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,15,Gen.G,,7.7k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,15,MIBR,,2.6k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,16,Gen.G,,0.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,16,MIBR,,7.9k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,17,Gen.G,,4.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,17,MIBR,,2.6k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,18,Gen.G,,16.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,18,MIBR,,1.2k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,1,Gen.G,,0.3k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Haven,1,MIBR,,0.1k,Eco: 0-5k,Loss
