Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Team Heretics,RieNs,"skye, sova, tejo",7,1,1,,1,,,1,,63,7,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Team Heretics,MiniBoo,"jett, raze",5,6,,,,,,,,56,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Team Heretics,Wo0t,"astra, tejo",6,2,,,,,,,,51,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Team Heretics,benjyfishy,"cypher, killjoy",6,2,1,,1,,,,,54,1,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Gentle Mates,Zyppan,"brimstone, kayo, omen",6,3,,,,,,,,54,3,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Gentle Mates,RobbieBk,"fade, sova",5,2,,,,,,,,51,8,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Gentle Mates,Click,"jett, raze",7,3,,,,,,,,40,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Gentle Mates,Kada,"astra, cypher",4,2,1,,,,,,,43,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Gentle Mates,Minny,"breach, killjoy, yoru",5,4,,,,,,,,54,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,Boo,kayo,3,,,,,,,,,37,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,RieNs,sova,1,,1,,,,,1,,58,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,MiniBoo,jett,,,,,,,,,,16,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,Wo0t,astra,,1,,,,,,,,35,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,benjyfishy,cypher,1,,,,,,,,,31,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,Zyppan,omen,2,1,,,,,,,,54,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,RobbieBk,sova,2,,,,,,,,,58,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,Click,jett,4,1,,,,,,,,71,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,Kada,astra,2,1,,,,,,,,44,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,Minny,yoru,3,3,,,,,,,,92,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,Boo,astra,1,,,,,,,,,54,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,RieNs,skye,3,,,,1,,,,,73,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,MiniBoo,raze,1,4,,,,,,,,88,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,Wo0t,tejo,4,,,,,,,,,60,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,benjyfishy,cypher,,2,,,,,,,,55,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,Zyppan,brimstone,,,,,,,,,,33,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,RobbieBk,fade,,1,,,,,,,,36,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,Click,raze,1,,,,,,,,,10,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,Kada,cypher,,1,1,,,,,,,57,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,Minny,breach,1,1,,,,,,,,49,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,Boo,kayo,1,1,,,,,,,,39,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,RieNs,tejo,3,1,,,,,,,,57,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,MiniBoo,jett,4,2,,,,,,,,65,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,Wo0t,astra,2,1,,,,,,,,58,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,benjyfishy,killjoy,5,,1,,1,,,,,75,1,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,Zyppan,kayo,4,2,,,,,,,,76,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,RobbieBk,sova,3,1,,,,,,,,60,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,Click,jett,2,2,,,,,,,,40,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,Kada,astra,2,,,,,,,,,29,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,Minny,killjoy,1,,,,,,,,,22,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,Karmine Corp,saadhak,"breach, deadlock, harbor",7,3,1,,,,,,,54,4,4
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,Karmine Corp,SUYGETSU,"astra, omen",6,3,,,,,,,,51,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,Karmine Corp,Avez,"fade, gekko, tejo",6,2,1,,,1,,,,49,12,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,Karmine Corp,marteen,yoru,14,4,,,,,,,,46,4,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,Karmine Corp,Elite,"cypher, vyse",6,1,,,2,1,,,,37,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,GIANTX,purp0,raze,9,5,,,,,,,,55,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,GIANTX,Cloud,fade,7,3,,1,1,,,,,54,6,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,GIANTX,tomaszy,"astra, brimstone, omen",7,6,,,1,1,,,,44,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,GIANTX,runneR,"breach, gekko, vyse",11,1,1,,1,,,,,54,15,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,GIANTX,westside,"killjoy, viper",4,2,,,,,,,,34,3,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,saadhak,deadlock,3,1,,,,,,,,50,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,SUYGETSU,astra,2,1,,,,,,,,41,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,Avez,gekko,4,1,1,,,1,,,,63,7,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,marteen,yoru,7,1,,,,,,,,55,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,Elite,vyse,2,1,,,1,1,,,,42,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,purp0,raze,5,,,,,,,,,49,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,Cloud,fade,2,,,,1,,,,,43,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,tomaszy,astra,2,3,,,1,,,,,47,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,runneR,gekko,3,,,,,,,,,39,6,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,westside,viper,1,2,,,,,,,,35,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,saadhak,harbor,2,1,,,,,,,,59,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,SUYGETSU,omen,3,1,,,,,,,,71,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,Avez,fade,1,1,,,,,,,,43,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,marteen,yoru,1,2,,,,,,,,29,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,Elite,vyse,1,,,,,,,,,28,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,purp0,raze,2,1,,,,,,,,48,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,Cloud,fade,3,2,,1,,,,,,70,5,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,tomaszy,omen,1,2,,,,1,,,,28,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,runneR,vyse,4,1,,,1,,,,,76,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,westside,viper,1,,,,,,,,,40,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,saadhak,breach,2,1,1,,,,,,,54,3,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,SUYGETSU,astra,1,1,,,,,,,,40,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,Avez,tejo,1,,,,,,,,,40,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,marteen,yoru,6,1,,,,,,,,55,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,Elite,cypher,3,,,,1,,,,,41,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,purp0,raze,2,4,,,,,,,,67,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,Cloud,fade,2,1,,,,,,,,50,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,tomaszy,brimstone,4,1,,,,,,,,57,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,runneR,breach,4,,1,,,,,,,46,8,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,westside,killjoy,2,,,,,,,,,28,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,FNATIC,crashies,sova,2,1,,,,1,1,,,40,8,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,FNATIC,Boaster,"astra, brimstone, omen",3,1,,,1,,,,,35,9,3
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,FNATIC,Chronicle,"breach, cypher, killjoy",8,5,,,,,,,,63,2,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,FNATIC,kaajak,"raze, yoru",14,7,1,,,2,,,,61,3,4
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,FNATIC,Alfajer,"chamber, iso, tejo",11,4,,,,1,,,,55,5,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,Natus Vincere,ANGE1,"fade, sova",4,1,1,,1,,1,1,,40,5,4
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,Natus Vincere,Shao,"breach, kayo",9,3,2,,1,,,,,52,16,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,Natus Vincere,koalanoob,"jett, raze, yoru",8,3,,,1,1,,,,46,1,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,Natus Vincere,Ruxic,"astra, brimstone, omen",6,6,,,,,,,,50,5,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,All Maps,Natus Vincere,hiro,"cypher, killjoy",10,2,,,,1,,,,47,2,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,crashies,sova,,1,,,,,1,,,43,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,Boaster,astra,,,,,,,,,,39,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,Chronicle,killjoy,2,3,,,,,,,,86,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,kaajak,yoru,7,1,,,,1,,,,60,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,Alfajer,tejo,2,1,,,,1,,,,38,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,ANGE1,sova,2,,,,1,,,,,35,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,Shao,kayo,4,3,,,,,,,,67,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,koalanoob,jett,1,1,,,,,,,,42,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,Ruxic,astra,4,1,,,,,,,,39,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,hiro,killjoy,3,1,,,,,,,,58,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,crashies,sova,1,,,,,,,,,39,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,Boaster,brimstone,,1,,,,,,,,34,2,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,Chronicle,breach,5,,,,,,,,,52,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,kaajak,raze,1,2,1,,,,,,,62,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,Alfajer,chamber,1,1,,,,,,,,53,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,ANGE1,fade,1,1,,,,,1,,,48,2,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,Shao,breach,1,,1,,,,,,,42,4,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,koalanoob,raze,3,1,,,,1,,,,55,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,Ruxic,brimstone,1,1,,,,,,,,48,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,hiro,cypher,3,1,,,,,,,,53,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,crashies,sova,1,,,,,1,,,,37,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,Boaster,omen,3,,,,1,,,,,33,6,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,Chronicle,cypher,1,2,,,,,,,,51,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,kaajak,yoru,6,4,,,,1,,,,60,2,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,Alfajer,iso,8,2,,,,,,,,75,2,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,ANGE1,sova,1,,1,,,,,1,,38,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,Shao,breach,4,,1,,1,,,,,46,7,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,koalanoob,yoru,4,1,,,1,,,,,41,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,Ruxic,omen,1,4,,,,,,,,62,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,hiro,cypher,4,,,,,1,,,,30,1,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Team Liquid,paTiTek,"breach, kayo",10,,1,,,,,,,61,10,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Team Liquid,nAts,cypher,12,1,,,,,1,,,46,1,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Team Liquid,kamyk,"sova, tejo",8,1,,,2,,,,,50,7,3
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Team Liquid,keiko,"astra, omen",12,5,1,,,1,,,,76,3,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Team Liquid,kamo,jett,9,5,,,,,,,,57,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Apeks,hype,"cypher, killjoy",8,1,1,,,,,,,55,3,3
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Apeks,MOLSI,"breach, kayo, sova",3,2,,,3,,,,,47,11,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Apeks,AvovA,"astra, omen",5,3,1,,1,,,,,56,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Apeks,florescent,"jett, phoenix",12,3,,1,,,,,,61,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,All Maps,Apeks,batujnax,"sova, yoru",5,5,1,,1,,,,,37,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,paTiTek,kayo,5,,1,,,,,,,95,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,nAts,cypher,4,1,,,,,1,,,52,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,kamyk,sova,2,,,,2,,,,,44,5,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,keiko,omen,2,1,,,,,,,,64,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,kamo,jett,4,2,,,,,,,,50,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,hype,cypher,3,1,,,,,,,,49,3,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,MOLSI,kayo,2,2,,,2,,,,,38,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,AvovA,astra,3,3,,,,,,,,69,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,florescent,jett,3,1,,1,,,,,,61,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,batujnax,sova,2,,,,,,,,,23,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,paTiTek,kayo,3,,,,,,,,,42,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,nAts,cypher,5,,,,,,,,,43,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,kamyk,sova,2,,,,,,,,,36,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,keiko,astra,4,3,1,,,1,,,,89,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,kamo,jett,2,2,,,,,,,,54,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,hype,killjoy,2,,,,,,,,,52,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,MOLSI,sova,,,,,1,,,,,50,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,AvovA,astra,1,,1,,1,,,,,48,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,florescent,phoenix,5,2,,,,,,,,66,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,batujnax,yoru,2,5,1,,1,,,,,65,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,paTiTek,breach,2,,,,,,,,,46,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,nAts,cypher,3,,,,,,,,,42,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,kamyk,tejo,4,1,,,,,,,,70,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,keiko,omen,6,1,,,,,,,,74,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,kamo,jett,3,1,,,,,,,,67,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,hype,killjoy,3,,1,,,,,,,64,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,MOLSI,breach,1,,,,,,,,,53,4,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,AvovA,omen,1,,,,,,,,,50,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,florescent,jett,4,,,,,,,,,57,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,batujnax,sova,1,,,,,,,,,22,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,Gentle Mates,Zyppan,"breach, kayo",7,1,1,,,1,,,,47,2,3
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,Gentle Mates,RobbieBk,"sova, tejo",4,,,,1,,,,,53,6,3
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,Gentle Mates,Click,"jett, neon, yoru",9,1,4,,,1,,,,65,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,Gentle Mates,Kada,"astra, omen",10,1,,,,,,,,57,6,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,Gentle Mates,Minny,"cypher, killjoy",8,5,,,1,1,,,,73,0,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,KOI,soulcas,"cypher, vyse",7,1,2,,,,,,,52,1,0
